Date,Event Name (40 characters max)?,Venue (address if indie),Time (start-end),Price,30-character descriptor,Link to Event,Event submitted to Pin Up Outaouais by:
"Thu, Sep 4",House of PainT Festival - OG 500 POETRY SLAM AND ART EXPO,Mayfair Theatre,7:00 PM,,"HoP’s signature poetry slam event, the OG500 is a head to head spoken word poetry slam that uses a three round, full audience judging system to determine a champ. 12 poets will be selected to perform in head-to-head competition for a $500 cash prize. Host: John AkpataSlam Master: Brad MordenPlus! Feature performance by The RecipeTunes by DJ D-Mass PoetsKing KimbitAlex SilasD-ZasterGavin RussellJenny Meya aka Rational RebelNathanaël Larochette aka Sir RealistDahveed DeliscaArtemysiaApollotheChildHaneen Alhassoun aka Freedom WriterKym Dominique-FergusonCallahan Connor aka C-Command TicketsCo-presented by HoP and the Carleton Graduate Students Association $10 advance / $15 at door / Carleton Students Free with IDBuy tickets online Time & LocationMayfair Theatre, 1074 Bank St Doors 7pm (Slam and show @ 7:30-10:30pm)",http://couchassass.in/event/house-of-paint-festival-og-500-poetry-slam-and-art-expo,Couch Assassin
"Thu, Sep 4",Ottawa Classical Choir Auditions,Church of the Resurrection of Our Lord,7:30 PM,,"Ottawa Classical Choir: 2014-15 SeasonCall for Auditions· Work with professional conductor Maestro Michel Brousseau.· Receive periodic vocal coaching from co-founder, soprano Maria Knapik· Rehearse with acclaimed pianist and pedagogue, Jean Desmarais.· Perform major works in Ottawa, and Montreal with opportunities to sing internationally.· Perform in China in the summer of 2015This Season’s Repertoire2014 - Handel’s MessiahBaroque ensembleSunday, December 7, 2014 at 3 pm The Theatre of the Canadian Museum of History2015- Carl Orff's Carmina Burana 6 percussionists, 2 pianos, 3 soloists (TBA)Stravinsky's Symphony of Psalms Auditions take place:Thursday, September 4, 2014 at 7:30 pmChurch of the Resurrection of Our Lord1940 Saunderson Dr Ottawa, ON K1G 2C9Contact: Nicole Bélecque nicole.belecque@gmail.com819-682-4215",http://couchassass.in/event/ottawa-classical-choir-auditions,Couch Assassin
"Thu, Sep 4",Open Mic | Scène Ouverte @ Café Nostalgica,Cafe Nostalgica,8:00 PM,,"Bilingual Open Mic, every Thursday at Café Nostalgica.Soirée scène ouverte bilingue, tous les jeudis soirs au Café Nostalgica.",http://couchassass.in/event/open-mic-scene-ouverte-cafe-nostalgica,Couch Assassin
"Thu, Sep 4",Thirsty Boy Thursday (Men's Night),The Lookout Bar,8:00 PM,,"Thirsty Boy Thursday has been Ottawa's Favourite Mens Night for over 12 years. Ottawa's most popular men's night!! Every Thursday the Thirsty Boys come out to DRINK, DANCE and PLAY;). Spotlighting the FAMOUS PUMP HOUR from 11-12 with the drinks and draught pouring for ONLY $3!!!! The dance floor is also Pumping all night with the Top 40 dance beats from some of the BEST DJ'S in Canada. All of this and NO COVER....EVER on Thursday!! Once you are here it is easy to see why Thirsty Boy has been the #1 Gay men's Thursday destination for the past 12 years and counting!!!",http://couchassass.in/event/thirsty-boy-thursday-mens-night,Couch Assassin
"Thu, Sep 4","CKCU Presents... The Dead Bees, Saint Clare, and Trees of North America!",House of TARG,9:00 PM,,"Carleton Radio, The Mighty CKCU-FM 93.1, proudly presents... BACK TO SCHOOL BASH WITH CKCU AND HOUSE OF TARG!Maybe you're going back to school, maybe your friends are going back to school, or maybe even your kids are going back to school. Regardless, it's September and there's lots of reason to party! 19+ / 9pm doors / $5THE DEAD BEES (Ottawa)http://www.thedeadbees.com/Indie/Rock/Pop featuring members of The Pop Shove-its and The Department of Foreign Affairs.SAINT CLARE (Ottawa)http://www.saintclareband.com/7 piece fuzzy rock/pop featuring members of The Shakey Aches, Casey Comeau and the Half Milers, Monohum, and Bad News Bears.TREES OF NORTH AMERICA (Ottawa) http://www.facebook.com/pages/Trees-of-North-America/235157659941210Rock/pop featuring members of The Johnnies, Golden Familie, Patrick Shanks Combo, and Camp Radio.",http://couchassass.in/event/ckcu-presents-the-dead-bees-saint-clare-and-trees-of-north-america,Couch Assassin
"Thu, Sep 4",Thursday Reggae w/Roots Movement,The Rainbow Bistro,9:45 PM,,"""Every Thursday Night, Roots Movement performs Reggae, R&B, Rock and more. This is a great night of entertainment with performances from many local artists. Come out and enjoy the Reggae Vibrations. "" (From the facebook invite)",http://couchassass.in/event/thursday-reggae-wroots-movement,Couch Assassin
"Thu, Sep 4",Bank Street Bounce,Atomic Rooster,10:00 PM,,"We only have enough time here to bring out the very best of Rock'n'Roll, Blues, Rockabilly, R&B, Classic Country, Blue Beat, Surf/Instrumental, Punk, Garage Rock, Basement Rock, Psychedelic shit, Ska, Reggae, Dub, Soul and whatever else it takes to keep things bouncin' along. We play all kinds of music so things stay interesting and weed out all the crap so you don't have to. Always fresh and never stale, it's Bank Street Bounce. Every Thursday night from 10 pm to 2:30ish at Atomic Rooster, 303 Bank Street, Ottawa",http://couchassass.in/event/bank-street-bounce,Couch Assassin
"Thu, Sep 4",Kaboom! Open Mic & Jams,,10:00 PM,,"Kaboom! Open Mic & Jams @ Atomic Rooster every Thursday! Join us this Thursday for the Atomic Rooster's very own Open Mic & Jams! Showcase your talent and skills at one of Ottawa's strongest local supporters of local music. Located in the heart of center-town, it is home to many active musicians and music fans. This Jam is great opportunity for musicians to get together to meet and socialize, and be active in the scene. You will always be well received; even if you're new to the stage before. There is always someone to chat with about music and arts. Although you can always find a sport you like on the many tele's, The Atomic Rooster offers a monthly vernissage and local art hangings on the walls to peruse at your leisure! Prizes & Give-Aways coming soon! *** THURSDAY SPECIALS *** $10 1/2 Rack Ribs + 1 Tall Boy $5.50 Tall Boys",http://couchassass.in/event/kaboom-open-mic-jams,Couch Assassin
"Fri, Sep 5",CENTimental Journey,Canadian Museum of Civilization,9:30 AM,,"The Currency Museum temporary exhibition, hosted at the Canadian Museum of History, walks you through more than 150 years of the Canadian 1 cent piece. Featuring 12 significant coins, this exhibition evokes Canadian and world history even as it profiles our humble pennies. The coins are backed up with entertaining graphics in a fun catalogue format demonstrating the enormous change in the buying power of the cent over the last 100 years. Come and see both the first and the last pennies struck at the Royal Canadian Mint. Come see what they could buy.Located behind the Grand Hall at the Canadian Museum of History in Gatineau, Québec. FOR MORE INFORMATIONT: 613-782-7224museum-musee@bankofcanada.ca",http://couchassass.in/event/centimental-journey-0,Couch Assassin
"Fri, Sep 5","Ottawa Answers the Call: Lecture Series (The Somme, 1916 – Presented by Martin Middlebrook)",Bytown Museum,12:00 PM,,"The Somme, 1916 – Why did it happen? Why is it so powerfully remembered, particularly among two classes of the British society?Presented at 12 noon on Friday September 5th: Part of Ottawa Answers the Call Lecture SeriesPresented by Martin MiddlebrookExplore the history of the First World War with British historian & noted author of The First Day on the Somme, Martin Middlebrook. Focusing on the Battle of the Somme, one of the most important battles that shaped Canadian history, Mr. Middlebrook will discuss events of 1914 that led to the 1916 battle & the social aspects of the British Army. Following the talk, visit our temporary exhibition Ottawa Answers the Call Lecture Series! The Capital and the Great War to discover how everyday Ottawans were affected by the War.Mr. Middlebrook is a Fellow of the Royal Historical Society and author of numerous books relating to the First and Second World Wars, as well as the 1982 Falklands Conflict.Join us for this intimate lunch time lecture, Friday September 5th at noon, at the BYTOWN MUSEUM.Presented in English. Bilingual staff will be available following the lecture to answer questions.Explore more history of the First World War Thursday, September 4 at 7 pm at the Canadian War Museum, where Mr. Middlebrook will follow the path of a First World War new recruit and tell the story of how infantry soldiers were trained and mobilized to the Western Front.For more information, visit:http://www.warmuseum.ca/event/up-the-line-and-back-again-public-lecture-with-martin-middlebrook/. ** Additional Ottawa Answers the Call lectures, will be offered on September 11th, 25th, and October 2ndThursday, September 11: While They Were Away: Ottawa's Daily Life in WartimeThursday, September 25: The Conservation of Annie and Amelia, LectureThursday October 2nd: “Bloomin' Angel”: A look into the incredibly devoted life of Lillian Freiman, early Ottawa philanthropist.",http://couchassass.in/event/ottawa-answers-the-call-lecture-series-the-somme-1916-presented-by-martin-middlebrook,Couch Assassin
"Fri, Sep 5",House of PainT - ROCK THA HOUSE CONCERT AND POPPING BATTLE,House of PainT Legal Graffiti Wall,5:00 PM,,"Kick off the weekend with an old school house party, featuring DJs, live art, our first ever Popping street dance battle and a KILLER hip hop line up: CONCERTEMC featuring Masta Ace (NYC)Jean Grae (NYC)Dopplegangaz (NYC)Rich Kidd (Toronto)Monk E (Montreal)Rita Carter (Ottawa)DJ 2 Creamz (Ottawa) POPPING BATTLEPrelims at 7pm in the Seeds Tent (Brewer Park) Final Battles on the Main Stage (under the Bridge) Judge: Frank Boogie (Toronto)MC Mariano (Toronto)DJ Jervy Jerv (Ottawa) $300 cash prize to winner Beer Tent / Ottawa Food Truck Rally / Solid Goods Arts Market Buy your tickets online www.houseofpaint.cahttps://twitter.com/HouseofPainThttps://www.facebook.com/HouseofPainTFestival",http://couchassass.in/event/house-of-paint-rock-tha-house-concert-and-popping-battle,Couch Assassin
"Fri, Sep 5",ROCK THA HOUSE CONCERT AND POPPING BATTLE,House of PainT Legal Graffiti Wall Dunbar Bridge Underpass,5:00 PM,,"ROCK THA HOUSE CONCERT AND POPPING BATTLEKick off the weekend with an old school house party, featuring DJs, live art, our first ever Popping street dance battle and a KILLER hip hop line up: CONCERTEMC featuring Masta Ace (NYC)Jean Grae (NYC)Dopplegangaz (NYC)Rich Kidd (Toronto)Monk E (Montreal)Rita Carter (Ottawa)DJ 2 Creamz (Ottawa) POPPING BATTLE Prelims at 7pm in the Seeds Tent (Brewer Park) Final Battles on the Main Stage (under the Bridge)Judge: Frank Boogie (Toronto)MC Mariano (Toronto)DJ Jervy Jerv (Ottawa) $300 cash prize to winner Beer Tent / Ottawa Food Truck Rally / Solid Goods Arts Market TICKETS$15 advance / $20 at the doorVertigo Records, Record Centre, Fall Down Gallery Buy tickets online at http://www.houseofpaint.ca/ TIME & LOCATIONHouse of PainT Legal Graffiti WallDunbar Bridge Underpass (MAP) 5pm-11pm",http://couchassass.in/event/rock-tha-house-concert-and-popping-battle,Couch Assassin
"Fri, Sep 5",Legendary Open Mic,TBA,7:30 PM,,"If those words, rhymes and melodies are steadily seeping out of you, Umi Cafe has a mic you can lyrically drip all over. New and returning poets musicians and other wordsmiths are welcome, as are listeners. 7:30pm",http://couchassass.in/event/legendary-open-mic,Couch Assassin
"Fri, Sep 5",Friday Night Swing,All Saint's Church,8:00 PM,,"Ottawa Swing Dance Society hosts Friday night swing, every Friday at All Saint's Church Hall. Please bring a pair of clean indoor shoes, non-marking. The dance-floor is oiled wood. $5 gets you admission to a one-hour lesson in swing-dance starting at 8pm. 9pm onward until half-past midnight is dancing to DJ-ed big band and swing music. First Friday of the month is a live band, and admission is $10 on those nights.",http://couchassass.in/event/friday-night-swing,Couch Assassin
"Fri, Sep 5",Prefixxx Ladies NIght,The Lookout Bar,8:00 PM,,"""Ottawa's Favourite Lesbian night. Come early and stay late"" """"Oh yes it's ladies night and the feelings right!!"" is oh so true because Friday night is all about the Ladies!!! Friday Fixxx every week is the #1 ladies night across the region. Featuring the Top and most popular Female DJ in Ottawa DJ Isabelle Bechamp!! PLUS before the girls hit the dance floor join in the Pre-Fixxx from 8-10!! The Lookouts trendy Ladies Cocktail Social presenting a crowd pleasing selection of $5 martinis and wines!"" (from the Lookout Website)",http://couchassass.in/event/prefixxx-ladies-night,Couch Assassin
"Fri, Sep 5",Salsarengue Fever Fridays,Club Caliente,8:00 PM,,"Salsa, Merengue and Bachata all night long. Great latin music, hot moves, good times. New to Salsa? Get a free lesson from 8pm.",http://couchassass.in/event/salsarengue-fever-fridays,Couch Assassin
"Fri, Sep 5",First Funk Fridays,,8:15 PM,,"@ The Whalesbone Oyster House 430 Bank Street http://www.thewhalesbone.com/First Friday of each month...get your funk on, Playin all styles of nasty stinky funky rare grooves along side your plate of oysterswith djSoulcial http://www.djsoulcial.com/from the Hillhttp://parlimenthill.podomatic.com/Interesting readhttp://www.dfo-mpo.gc.ca/aquaculture/sheet_feuillet/oyster-huitre-eng.htmps ask the dj for a free copy of Whalebone funk",http://couchassass.in/event/first-funk-fridays-0,Couch Assassin
"Fri, Sep 5",Capital Tease Presents: Smoke 'n' Garters,Fatboys Southern Smokehouse,9:00 PM,,"Capital Tease Burlesque presents SMOKE 'n' GARTERS every first Friday of the month at Fatboys Southern Smokehouse!We're thrilled that it's finally BBQ season in Ottawa, but we're more than happy to let the wonderful staff at Fatboys do the cooking on a Friday night while we bump n grind and enjoy a cold drink on the patio between shows!Join the sweet gals of Capital Tease for a smokin hot burlesque show on Fiday, September 5th. Tickets $10 at the door.Like Capital Tease Burlesque on Facebook for our most up to date performance schedule.",http://couchassass.in/event/capital-tease-presents-smoke-n-garters-0,Couch Assassin
"Fri, Sep 5",Friday Night Live,,9:00 PM,,"Funhaven for Adults? What? - Yes Every Friday night from 9pm to 1am, for $29.99, the Friday Night Live package offer you 6 unlimited attractions, $6 FunCard and a Pizza Meal Deal ($6.99 value). Age 19 + Unlimited- Laser Tag- Bumper Cars- Laser Frenzy- Climbing Wall- Mini-Bowling- Jungle Gym Live DJ",http://couchassass.in/event/friday-night-live,Couch Assassin
"Fri, Sep 5","Grade, Sidelines, Sparrows and more",Ritual Nightclub,9:00 PM,,"spectrasonic and punkottawa.com presentGRADE (Burlington emo/hardcore)www.facebook.com/gradehcSIDELINES (Ottawa punk/rock)www.facebook.com/sidelinesrockSPARROWS (Ottawa punk/hardcore, Broken Heart recs)www.facebook.com/sparrows613and moreFriday September 5 @ Ritual Nightclub (137 Besserer St.)licensed 19+ - 9pm doors - $16 advance + service chargestickets available at Vertigo Records and www.spectrasonic.com/event/621869facebook event page: www.facebook.com/events/594238154025404www.spectrasonic.comwww.punkottawa.com-----www.twitter.com/spectrasonic@spectrasonic on instagramjoin our NEW facebook page - www.facebook.com/spectrasonicPOSTS",http://couchassass.in/event/grade-sidelines-sparrows-and-more,Couch Assassin
"Fri, Sep 5",Death Disco,Swizzles Bar & Grill,10:00 PM,,"Death Disco is Ottawa's weekly Dark Alternative club night featuring the best Gothic / Industrial music in Ottawa. The regular weekly event features two DJs from residents DJ Dolston, DJ Enyd, DJ kNiveD (also of Industrial Strength Tuesdays at Zaphod's), DJ Alis (also of Artoffact Recording artists Encephalon), DJ Phillihp and DJ Reverie. Bands we play: The Cure, Depeche Mode, Combichrist, Angelspit, Wolfsheim, Marilyn Manson, Nine Inch Nails, Dope, Hanzel Und Gretyl, Bauhaus, Siouxsie & the Banshees, Apoptygma Berzerk, VNV Nation, Covenant, KMFDM, Sisters of Mercy, Alien Sex Fiend, Skinny Puppy, Ministry, Leaether Strip, Joy Division and way more....",http://couchassass.in/event/death-disco-0,Couch Assassin
"Fri, Sep 5",Frenzy,Babylon,10:00 PM,,"FRENZY is Babylon's monthly party featuring resident DJ's Drastik and Iggy Smalls. Different special guests are featured each month, Check the babylon facebook page for details.",http://couchassass.in/event/frenzy,Couch Assassin
"Fri, Sep 5",GRINDR Comedy at the Daily Grind,The Daily Grind,10:00 PM,,"GRINDR Comedy at The Daily Grind Cafe!!! On the First Friday of every other Month:Journey with Greg Houston and Ottawa Comedy Friends whilst they tell you funny anecdotes about: facebook, wives, pooping, airlines. You going to want to have your hookup app of selection ready for this party! Sept 5th Show - The Post Summer Blues Show Hosted by:Marc Hallworth Featuring: Dave McConnellGreg HoustonLogan Avery-CooperEvan McCloskey & your headliner :Adrian Cronk We've got our house DJ DrunkkDad - Jesse Albota our resident 2Chaniz representative and joining him playing some wicked tunes for your faces from Open Air Social Club and SILK fame Matt Tamblyn Doors 10:00pm, Show is shortly after. Show up EARLY to get a seat! $5 Cover charge. #GRINDRComedy +Poster Designed by Sophye Marie",http://couchassass.in/event/grindr-comedy-at-the-daily-grind-0,Couch Assassin
"Fri, Sep 5",Hip-Hop Karaoke Ottawa,Ritual Nightclub,10:00 PM,,"OTTAWA'S OFFICIAL HIPHOP KARAOKE NIGHT! HHK Ottawa isn't your typical mom n' pop video screen bouncy ball read-a-long half assed last minute plan with your girlfriends in korea town karaoke jam. This is for real! Hosted by Atherton and DJ So Nice every third Friday of the month, this karaoke jam snatches karaoke out of the lounge and drops it right into the nightclub. We provide our audience with the unique experience of rocking the mic in front of a crowd – but we don't just stop there. Our mission is to create as real of a experience as possible. We provide our participants all that is necessary to make this an authentic live rap encounter: the beats, a hype man, a stage, a wild crowd and even a DJ. You ever wanted to be Biggie? You ever wanted to be Tupac? You ever wanted to be Tupac hologram? Well here at HHK Ottawa, them dreams come alive. Four eazy-e steps for those who wish to perform: Hit up our 'What it do' page to get a grasp of our rules. Hit up our 'List of jams' and pick the song that you want to perform. Hit up our 'Holla' page for our contact information and sign up. Pre-registration only. Spots fill up fast, so get at us atleast 2 weeks ahead of the event date to hold down your spot. Get geeked out. You need to come correct to get respect! We co-sign on choreography & costumes. Cheeyeah.",http://couchassass.in/event/hip-hop-karaoke-ottawa,Couch Assassin
"Sat, Sep 6",Capital Vélo Rally,8 Locks' Flat,9:30 AM,,"Capital Vélo Rally is a fun-filled day of cycling through the streets of Ottawa. Ride in a team of 3-6 people, decipher the route, find answers to quirky clues and quizzes, and test your skills in a friendly challenge with other rally-riders! Registration includes a light breakfast, rally snacks, drinks, and prizes for every participant. Register online through Eventbrite ; http://bit.ly/1yWpahy More information ; http://www.capitalvelofest.ca/capital-velo-rally/",http://couchassass.in/event/capital-velo-rally,Couch Assassin
"Sat, Sep 6",Capital Vélo Rally,8 Locks' Flat,9:30 AM,,"Capital Vélo Rally is a fun-filled day of cycling through the streets of Ottawa. Ride in a team of 3-6 people, decipher the route, find answers to quirky clues and quizzes, and test your skills in a friendly challenge with other rally-riders! Registration includes a light breakfast, rally snacks, drinks, and prizes for every participant. Register online through Eventbrite ; http://bit.ly/1yWpahy More information ; http://www.capitalvelofest.ca/capital-velo-rally/",http://couchassass.in/event/capital-velo-rally-0,Couch Assassin
"Sat, Sep 6",CENTimental Journey,Canadian Museum of Civilization,9:30 AM,,"The Currency Museum temporary exhibition, hosted at the Canadian Museum of History, walks you through more than 150 years of the Canadian 1 cent piece. Featuring 12 significant coins, this exhibition evokes Canadian and world history even as it profiles our humble pennies. The coins are backed up with entertaining graphics in a fun catalogue format demonstrating the enormous change in the buying power of the cent over the last 100 years. Come and see both the first and the last pennies struck at the Royal Canadian Mint. Come see what they could buy.Located behind the Grand Hall at the Canadian Museum of History in Gatineau, Québec. FOR MORE INFORMATIONT: 613-782-7224museum-musee@bankofcanada.ca",http://couchassass.in/event/centimental-journey-0,Couch Assassin
"Sat, Sep 6",Bug Day!,Canada Agriculture and Food Museum,10:00 AM,,"Event: Bug Day!When: Saturday September 6th, 10am to 3pmWhere: Canada Agriculture and Food Museum, 861 Prince of Wales Drive, OttawaWho: All agesCost: FREE!!!Come and join us for a fun-filled bug day! Get the buzz on bugs and come learn everything you ever wanted to know about insects. Activities will include insect tastings, cockroach races, crafts, insect expeditions, bug bingo, caterpillar rearing, bee house building demos, and more. This event is organized by the Entomological Society of Ontario and admission to the Museum is FREE September 6 thanks to the Ottawa Field-Naturalists’ Club (Paid parking).For more info: http://www.entsocont.ca/bug-day-ottawa-2014.html.",http://couchassass.in/event/bug-day,Couch Assassin
"Sat, Sep 6",Cake Decorating - Short course - September 6,Le Cordon Bleu Ottawa,10:00 AM,,"Saturday, September 6 2014 | 10:00am - 2:30pmCake Decorating - Le Cordon Bleu Ottawa - September 6Decorate your own cakes!With the guidance of our pastry chef instructor, learn the elements and techniques of cake decorating as you develop your pastry recipes.Recipe items:Gum Paste; Italian and French Buttercream; Chocolate Cake; Chiffon Cake; White Cake; High Ratio CakeCost: $170.00 (plus tax) for practical and demo. $50 (plus tax) for demo.Registration closes August 28th",http://couchassass.in/event/cake-decorating-short-course-september-6,Couch Assassin
"Sat, Sep 6",HOUSE OF PAINT MAIN EVENT,House of PainT Legal Graffiti Wall Dunbar Bridge Underpass,11:00 AM,,"HOUSE OF PAINT MAIN EVENTHouse of PainT’s signature 4-elements of Hip Hop jam returns: Celebrating OUR art in OUR house! 3-story graffiti wall, crew bboy/bgirl battle, DJs, MCs, workshops, kids activities – an awesome all-ages and community based event! SEEDS TENT *KIDS PROGRAMHip hop is all about peace, love, unity and Having Fun! Bring the whole family and learn something new. With child and youth friendly workshops in breakdancing, graffiti, rapping and DJing. Featuring Love 2 Groove and an all new interactive Ottawa Art Gallery's Art Tent / Galerie D'art D'Ottawa Tente des Arts. *MUSIC PERFORMANCESSpoken word artists plant seeds of truth with intimate and intense performances by some of Canada’s best including John Akpata (Ottawa) || Zacchaeus Jackson (Vancouver) Plus an MC Cypher, with details coming soon! MAIN STAGE *CREW BATTLE Bboy / Bgirl Crew Battle, with Final Battle happening to a live bboy battle suite performed by Ikebe Shakedown (NYC)Judges: Menno (Holland), Zig (Montreal), TBADJ Skeme RichardsMC Mariano$1000 prize *MUSIC PERFORMANCESIkebe Shakedown (NYC) bring the funk all the way from BrooklynGabriel White Duck and Jason Mullins present Fancy dancers v Drummers v SingersPlus DJ Danya and more *VISUAL ARTS60+ Graffiti writers paint live through the day - Individual and crew productionsNew mural wall installations, mixing cut out forms and house doors!Art gallery / Solid Goods Artisans Market Beer Garden opens, sponsored by Broadhead Brewery. $5 BEERS! Time & LocationHouse of PainT Legal Graffiti WallDunbar Bridge Underpass (MAP)11AM-5PM - PWYC (recommended $5+ donation)5PM-11PM - $5 at the door www.houseofpaint.cahttps://twitter.com/HouseofPainThttps://www.facebook.com/HouseofPainTFestival",http://couchassass.in/event/house-of-paint-main-event,Couch Assassin
"Sat, Sep 6",Riot Fest Toronto,Downsview Park,11:00 AM,,"The Cure, City and Colour, Metric, The National, Billy Talent, Rise Against, The Flaming Lips, Social Distortion, Death Cab for Cutie, Death From Above 1979, Brand New, Paul Weller, AWOLNATION, Stars, The Head and the Heart, Dropkick Murphys, Die Antwoord, Tokyo Police Club, The New Pornographers, Bring Me The Horizon, Taking Back Sunday, The Afghan Whigs, Alkaline Trio, Glassjaw, Bob Mould, Thurston Moore, Buzzcocks, Clutch, New Found Glory, Circa Survive, Manchester Orchestra, Lucero, and many more...",http://couchassass.in/event/riot-fest-toronto,Couch Assassin
"Sat, Sep 6",Saturday Afternoon Open Stage,Irene's Pub,2:00 PM,,Please sign up at 1pm Open Stage happens every Saturday afternoon from 2pm-6pmAll formats of talent are welcome,http://couchassass.in/event/saturday-afternoon-open-stage,Couch Assassin
"Sat, Sep 6",Craft Beer Sessions at The Hintonburg Public House,The Hintonburg Public House,3:00 PM,,"Saturday September 6th, 2014 HPH Craft Beer Sessions 3pm-5pm. Join The HPH beer tasting group. Each month a different brewery will stop by to pour their delicious brews. Brewery to be announced. Limited space available to keep it intimate.",http://couchassass.in/event/craft-beer-sessions-at-the-hintonburg-public-house-7,Couch Assassin
"Sat, Sep 6",Bugs and Beverages,Canada Agriculture and Food Museum,3:30 PM,,"Would you like crickets with that? Think outside the lunchbox and learn how food-grade crickets are farmed and prepared. Renowned future food Chef Cookie Martinez will present select cricket canapés with a wine and beer pairing.The practice of eating bugs, Entomophagy, is widespread; today insects feed about two billion people per day. Eaten whole, or ground into powders and pastes, insects will be an increasingly important source of protein, vitamins and minerals in the future. Join Alimentary Initiatives to learn more about this 'Future Food' issue.Feeling adventurous? Be the first of your friends to take part in a fascinating 'Future Food' experience.Register at bugsandbeverages.eventbrite.caTwo presentations: 3:30 or 7:00 p.m.$50 each or $90 per couple",http://couchassass.in/event/bugs-and-beverages,Couch Assassin
"Sat, Sep 6",Lucky Ron,The Lafayette (The Laff),4:00 PM,,"Lucky Ron, a legend in Ottawa, has been performing his show for nearly 25 years. He's been a staple at the Laff since 1999, having never missed a Saturday since. If you want a table, you have to get here early as his followers never miss a show. It's definitely something to see, and a great way to spend a Saturday afternoon!",http://couchassass.in/event/lucky-ron,Couch Assassin
"Sat, Sep 6",Fundraising Event - Support The Monrovia Primary School in Liberia,Margaret Rywak Community Building,7:00 PM,,"Support The Monrovia Primary School in Liberia by joining us at 7:00pm on Saturday, September 6 at the Margaret Rywak Community Building. Come out for an evening of an array of Liberia culture, authentic cuisine, heart thumping dance music, fun and good will in support of the Monrovia Primary School in Liberia. Liberian Association for OttawaFundraising EventDinner & Dance Saturday, September 6, 20147:00 P.M. – 2:00 A.M.Margaret Rywak Community Building68 Knoxdale, Ottawa, ONAdmission: $20.00Ticket Information:liberianassociationofottawa@yohoo.ca * 613-263-4179 Music by:DJ Porte Cash Bar Limited Tickets are available… Act fast to avoid disappointment! This is a night that you will not want to miss…enjoy delicious Liberia meal, grab a drink and sway to the music! Connect with us on Facebook",http://couchassass.in/event/fundraising-event-support-the-monrovia-primary-school-in-liberia,Couch Assassin
"Sat, Sep 6","Motionless in White, Of Reverie, Of Burning Empires, Greylights",Ritual Nightclub,7:00 PM,,"spectrasonic and punkottawa.com presentMOTIONLESS IN WHITE (Pennsylvania metalcore, Fearless recs)www.motionlessinwhite.netwww.facebook.com/motionlessinwhiteOF REVERIE (Ottawa post-hardcore/metalcore)www.facebook.com/ofreverieOF BURNING EMPIRES (Ottawa metalcore)www.facebook.com/obebandGREYLIGHTS (Ottawa industrial deathcore)www.facebook.com/greylightsofficialSaturday September 6 @ Ritual (137 Besserer St.)16+ to get in/19+ to drink - 6:30pm doors - $22.50 advance + service charges14-15 year olds admitted with parent/guardiantickets available Friday at Vertigo Records and www.spectrasonic.com/event/654861 and from the local bandsfacebook event page: www.facebook.com/events/205499572977808www.spectrasonic.comwww.punkottawa.com-----www.twitter.com/spectrasonic@spectrasonic on instagramjoin our NEW facebook page - www.facebook.com/spectrasonic",http://couchassass.in/event/motionless-in-white-of-reverie-of-burning-empires-greylights,Couch Assassin
"Sat, Sep 6",Ottawa New Music Creators 14/15 Launch Party feat. DJ Adam Saikaley,Pressed,7:30 PM,,"Join us as we announce our 14/15 Season at Pressed Cafe, 750 Gladstone. Featuring door prizes, DJ Adam Saikaley, new friends and networking opportunities.",http://couchassass.in/event/ottawa-new-music-creators-14-15-launch-party-feat-dj-adam-saikaley,Couch Assassin
"Sat, Sep 6",Mass Of Humanity plays Fleetwood Mac's Rumours,Irene's Pub,8:00 PM,,"In anticipation of Fleetwood Mac’s upcoming fall concert in Ottawa, Mass of Humanity will be re-creating the band’s best selling “Rumours” album live onstage at Irene’s Pub. On September 6th, 2014, Mass of Humanity, a collection of 8 talented Ottawa musicians, will take the stage at Irene's to perform the ""Rumours Lp,"" in its entirety. Released in 1977, Fleetwood Mac's ""Rumours"" Lp produced 4 top 10 singles and remained #1 on the American album charts for 31 weeks. Over 45 million copies have been sold worldwide to date, making it the 4th highest selling album of all time. The music collective called Mass of Humanity includes musicians from Bailin’ Hey! and The Mourning Kitchen as well as members of the now defunct Fashionably Unconscious. The September 6 line-up includes sets from The Mourning Kitchen and Bailin’ Hey! to start the night followed by Mass of Humanity who will play the iconic album ‘cover to cover’. The music starts at 9 pm but don't be late as this event is sure to sell out. Tickets are $10 at the door.",http://couchassass.in/event/mass-of-humanity-plays-fleetwood-macs-rumours,Couch Assassin
"Sat, Sep 6",Saturday Night Swing,,8:15 PM,,"Ottawa's Saturday Night Swing (SaturdayNightSwing.com) is a weekly swing dance located at 151 Chapel St. featuring TWO rooms of dancing with separate DJs (as well as bands on special occasions). One room has traditional swing music from the 20's, 30's, 40's and 50's, as well as modern swing, jazz and blues music, for dancing Lindy Hop, East Coast Swing and other vintage swing dances. There's a second ""Westie Lounge"" for dancing West Coast Swing, the modern style of swing dancing from California. The music can range from blues to contemporary music, including top 40 hits. At 8:15pm there's a free beginner lesson (eg. included with the entry fee) taught by some of Ottawa's top swing dancers, many of whom are national champions. You can choose between two lessons: Lindy Hop (old school) or West Coast Swing (modern groove). The lessons are aimed at total beginners who have never taken dance lessons before. Entry is $7 except special events, or $5 for students and seniors. Special events usually range from $12-20, and usually feature a band, performances and contests.",http://couchassass.in/event/saturday-night-swing-0,Couch Assassin
